Gender,isGenderNeutral,request_id,insertions,deletions,patchSize,numPatch,isAccepted,isBugFix,tenure,owner,totalCommit,revExp,reviewInterval,fileCount,numNewFiles,dirCount,cyCmplx,cmtVolume
0,0,5212,31,0,31,3,1,0,4,5010,126,232,2.19,1,1,1,0,0.580645
0,0,5219,31,0,31,3,1,0,4,5010,133,232,2.19,1,1,1,0,0.580645
0,0,5213,31,0,31,3,1,0,4,5010,127,232,2.19,1,1,1,0,0.580645
0,0,5217,31,0,31,3,1,0,4,5010,131,232,2.18,1,1,1,0,0.580645
0,0,5216,31,0,31,3,1,0,4,5010,130,232,2.18,1,1,1,0,0.580645
0,0,5222,25,19,44,2,1,0,4,5010,135,233,0.12,1,0,1,0,0.580645
0,0,5214,31,0,31,3,1,0,4,5010,128,232,2.17,1,1,1,0,0.580645
0,0,5220,31,0,31,3,1,0,4,5010,134,232,2.17,1,1,1,0,0.580645
0,0,5210,31,0,31,3,1,0,4,5010,124,232,2.17,1,1,1,0,0.580645
0,0,5218,31,0,31,3,1,0,4,5010,132,232,2.16,1,1,1,0,0.580645
0,0,5215,31,0,31,3,1,0,4,5010,129,232,2.16,1,1,1,0,0.580645
0,0,5211,31,0,31,3,1,0,4,5010,125,232,2.16,1,1,1,0,0.580645
0,0,5223,1,1,2,2,1,0,4,5010,136,233,0.05,1,0,1,2.2,0.835135
0,0,5111,1,1,2,2,1,0,4,5010,121,230,1.77,1,0,1,0,0
0,0,5113,5,0,5,3,1,0,4,5010,123,230,0.15,1,0,1,0,0
0,0,5112,5,0,5,2,1,0,4,5010,122,230,1.01,1,0,1,0,0
0,0,5004,20,0,20,2,1,1,4,5010,120,228,24.28,2,1,2,6.3889,0.551961
0,0,5003,94,3,97,2,1,1,4,5010,119,228,20.51,6,3,3,4.37861,0.628474
0,0,5000,19,1,20,2,1,1,4,5010,116,228,3.8,2,1,2,0,0
0,0,5002,34,6,40,2,1,1,4,5010,118,228,3.73,2,1,2,21.3333,0.728724
0,0,5001,2,1,3,2,1,1,4,5010,117,228,3.73,2,0,1,1.66964,0.336081
0,0,4999,10,0,10,2,1,1,4,5010,115,228,3.87,2,0,1,0,0
0,0,4998,2,0,2,4,1,0,4,5010,114,228,4.12,2,0,1,0,0
0,0,4911,1,2,3,2,1,0,4,5010,113,223,0.47,1,0,1,0,0
0,0,4910,42,0,42,4,1,0,4,5010,112,223,0.53,4,0,2,0.880683,0.575181
0,0,4661,0,5,5,2,1,0,4,5010,111,221,0.73,1,0,1,4.23077,0.816667
0,0,4520,17,4,21,3,1,0,3,5010,108,218,42.61,1,0,1,0,0.930097
0,0,4521,1,1,2,2,1,0,3,5010,109,218,0.06,1,0,1,0,0
0,0,4501,193,32,225,4,1,0,3,5010,107,218,0.29,2,1,1,2.6,0.799049
0,0,4500,30,11,41,3,1,0,3,5010,106,218,0.38,2,0,2,2.6875,0.780673
0,0,4360,123,7,130,6,1,0,3,5010,105,217,11.27,3,0,3,3.68056,0.811625
0,0,4340,1,0,1,2,1,0,3,5010,104,216,0.23,1,0,1,2.5,0.802469
0,0,4320,7,3,10,3,1,0,3,5010,103,216,0.1,2,0,1,0,0.25044
0,0,4116,5,3,8,2,1,0,3,5010,102,205,0.14,1,0,1,3.64706,0.605263
0,0,3502,11,2,13,3,1,0,3,5010,90,191,216.68,1,0,1,0,0
0,0,3702,281,0,281,5,1,0,3,5010,97,197,127.76,3,3,2,0,0
0,0,3881,193,45,238,5,1,0,3,5010,101,202,0.98,1,0,1,2.2,0.819767
0,0,3880,35,1,36,2,1,0,3,5010,100,202,0.87,2,0,2,2.7125,0.786883
0,0,3873,1,0,1,3,1,1,3,5010,99,202,0.78,1,0,1,3.6875,0.613391
0,0,3771,52,92,144,3,1,0,3,5010,98,199,0.21,3,0,3,2.63095,0.7571
0,0,3693,258,0,258,5,1,0,3,5010,95,197,24.46,2,1,2,3.45105,0.773446
0,0,3694,35,8,43,5,1,0,3,5010,96,197,0.53,2,0,2,2.4125,0.762227
0,0,3604,2,4,6,1,0,1,3,5010,93,195,18.76,1,0,1,0,0
0,0,3605,1,1,2,2,1,0,3,5010,94,195,0.03,1,0,1,0,0
0,0,3023,7,0,7,4,1,1,3,5010,73,175,276.08,1,0,1,0,0
0,0,3603,0,0,0,3,1,0,3,5010,92,195,0.88,2,0,1,0,0
0,0,3505,11,2,13,3,1,1,3,5010,91,192,18.95,1,0,1,7.82353,0.781655
0,0,3415,3,1,4,3,1,1,3,5010,89,188,18.63,1,0,1,4.88889,0.777595
0,0,3261,155,8,163,3,1,0,3,5010,85,183,126.45,4,2,1,3.61538,0.847909
0,0,3263,174,141,315,3,1,0,3,5010,86,183,106.36,4,1,1,3.64286,0.793959
0,0,3302,12,6,18,1,0,1,3,5010,88,185,21.16,1,0,1,15.3478,0.787569
0,0,3266,9,2,11,3,1,0,3,5010,87,183,0.27,2,0,1,0,0
0,0,3076,174,141,315,1,0,0,3,5010,80,177,71,4,1,1,0,0
0,0,3078,0,14252,14252,2,1,0,3,5010,82,177,0.81,105,0,34,0,0
0,0,3079,5,5,10,2,1,0,3,5010,83,177,0.3,5,0,5,0,0
0,0,3075,1,1,2,2,1,0,3,5010,79,177,1.62,1,0,1,0,0
0,0,3110,1,0,1,2,1,0,3,5010,84,177,0.05,1,0,1,0,0
0,0,3077,59,29,88,3,1,0,3,5010,81,177,0.2,21,0,15,2.78553,0.745887
0,0,3070,11,4,15,4,1,0,3,5010,76,177,6.2,1,0,1,2.33333,0.791667
0,0,3073,1,1,2,2,1,1,3,5010,78,177,1.65,1,0,1,0,0.0052356
0,0,3072,4,4,8,1,0,0,3,5010,77,177,0.01,2,0,1,2.18182,0.837244
0,0,3050,2,0,2,2,1,0,3,5010,75,176,0.1,1,0,1,0,0
0,0,3028,0,1029,1029,2,1,0,3,5010,74,175,0.09,11,0,3,0,0
0,0,2951,5,4,9,2,1,1,3,5010,72,167,0.71,1,0,1,6.8,0.855545
0,0,2930,13,1,14,3,1,0,3,5010,71,167,1.62,1,0,1,6.8,0.85541
0,0,2856,1,1,2,2,1,0,3,5010,70,159,16.22,1,0,1,0,0
0,0,2855,7,0,7,2,1,0,3,5010,69,159,0.31,1,0,1,1,0.894558
0,0,2854,7,0,7,2,1,0,3,5010,68,159,0.04,1,0,1,1,0.894558
0,0,2798,1,1,2,2,1,0,3,5010,65,148,5.47,1,0,1,0,0.928287
0,0,2851,34,5,39,3,1,0,3,5010,67,159,0.97,1,0,1,3.375,0.832168
0,0,2799,19,14,33,2,1,0,3,5010,66,148,2.82,2,0,1,1.75,0.794634
0,0,2793,37,37,74,3,1,0,3,5010,64,148,11.75,1,0,1,0,0
0,0,2701,32,8,40,5,1,0,2,5010,59,133,46.72,2,0,1,1.9,0.795197
0,0,2719,1,0,1,2,1,0,3,5010,63,134,1.92,1,0,1,0,0
0,0,2702,197,39,236,6,1,0,2,5010,60,133,23.97,5,2,1,3.07143,0.794921
0,0,2713,2,2,4,3,1,0,2,5010,62,134,0.12,1,0,1,0,0.699346
0,0,2703,12,0,12,2,1,0,2,5010,61,133,1.33,1,1,1,0,0.833333
0,0,2630,21,13,34,3,1,0,2,5010,58,130,53.42,1,0,1,0,0
0,0,2538,0,233,233,2,1,0,2,5010,57,125,0.07,1,0,1,0,0
0,0,2534,12,16,28,4,1,0,2,5010,55,124,0.67,4,1,1,0,0
0,0,2536,3,3,6,2,1,0,2,5010,56,124,0.02,3,0,1,4.6,0.845865
0,0,2413,65,58,123,6,1,0,2,5010,54,113,0.61,3,0,1,0,0
0,0,2410,1,1,2,3,1,1,2,5010,53,113,0.1,1,0,1,2.88889,0.794737
0,0,2308,669,0,669,3,1,0,2,5010,51,111,0.42,12,12,3,1.36667,0.79303
0,0,2309,1,0,1,3,1,0,2,5010,52,111,0.13,1,0,1,2.5,0.794872
0,0,2088,8,3,11,5,1,1,2,5010,50,89,143.72,1,0,1,1.51613,0.66055
0,0,1994,5,1,6,5,1,0,2,5010,49,83,3.15,1,0,1,0,0
0,0,1992,2,1,3,2,1,0,2,5010,48,82,0.18,2,0,1,0,0
0,0,1743,3,3,6,2,1,1,2,5010,47,74,0.36,1,0,1,0,0
0,0,1402,24,50,74,4,1,0,1,5010,30,44,141.84,2,0,1,0,0.891745
0,0,1742,24,23,47,3,1,0,2,5010,46,74,0.05,1,0,1,0,0
0,0,1741,74,66,140,3,1,0,2,5010,45,74,0.15,20,0,2,4.20128,0.681969
0,0,1740,65,31,96,4,1,0,2,5010,44,74,0.41,2,0,1,0,0
0,0,1703,149,0,149,7,1,0,2,5010,42,73,21.45,1,1,1,0,0.00671141
0,0,1704,264,0,264,2,1,0,2,5010,43,73,0.27,1,1,1,4.66667,0.848485
0,0,1700,0,5,5,2,1,0,2,5010,41,73,0.58,1,0,1,3.07143,0.745318
0,0,1610,94,6,100,5,1,0,2,5010,39,67,10.99,4,0,1,3.70357,0.783882
0,0,1612,18,0,18,4,1,1,2,5010,40,67,2.08,2,0,1,5.2,0.827524
0,0,1577,6,5,11,3,1,0,2,5010,38,64,3.3,1,0,1,0,0
0,0,1293,290,289,579,1,0,0,1,5010,19,34,140.86,3,1,1,1.47619,0.732949
0,0,1341,1,16,17,2,1,0,1,5010,22,36,117.68,1,0,1,0,0
0,0,1567,177,5,182,6,1,0,2,5010,37,62,0.88,2,1,1,2.36666,0.771264
0,0,1560,0,3,3,2,1,1,2,5010,36,57,0.01,1,0,1,6.53846,0.856604
0,0,1539,70,7,77,4,1,0,2,5010,35,57,0.35,3,0,2,3.79318,0.766675
0,0,1121,210,0,210,5,0,0,1,5010,11,4,498.39,3,3,2,0,0
0,0,1535,5,18,23,2,1,0,2,5010,34,56,0.62,1,0,1,6.53846,0.856068
0,0,1534,2,2,4,2,1,1,2,5010,33,56,0.89,1,0,1,3.95082,0.721893
0,0,1123,17,1,18,3,0,0,1,5010,12,5,405.83,2,0,1,3.95833,0.73821
0,0,1503,10,1,11,2,1,0,1,5010,32,51,0.14,2,0,1,2.9023,0.819119
0,0,1351,92,10,102,9,1,1,1,5010,25,36,47.7,2,0,1,3.16667,0.753636
0,0,1502,10,9,19,3,1,0,1,5010,31,51,0.02,1,0,1,2.64286,0.718876
0,0,1359,1,1,2,2,1,0,1,5010,29,37,0.38,1,0,1,0,0
0,0,1358,29,12,41,3,1,0,1,5010,28,37,0.21,3,0,2,0,0
0,0,1357,56,53,109,4,1,0,1,5010,27,37,0.28,5,0,3,3.39569,0.471412
0,0,1356,1,1,2,2,1,0,1,5010,26,37,0.21,1,0,1,5.75,0.79941
0,0,1342,64,0,64,4,1,0,1,5010,23,36,0.65,1,1,1,0,0
0,0,1340,9,6,15,2,1,0,1,5010,21,36,0.12,2,0,1,0,0.594044
0,0,1296,64,41,105,4,1,1,1,5010,20,36,17.19,3,1,1,0,0.592935
0,0,1292,1,1,2,2,1,0,1,5010,18,34,1.04,1,0,1,5.20833,0.806785
0,0,1291,11,3,14,2,1,0,1,5010,17,34,0.05,1,0,1,6.53846,0.856604
0,0,1178,15,0,15,2,1,0,1,5010,16,12,2.41,1,1,1,0,0
0,0,1173,83,38,121,3,1,1,1,5010,14,9,0.13,1,0,1,5.75,0.79941
0,0,1174,6,0,6,3,1,0,1,5010,15,9,0.08,2,0,1,5.68287,0.790197
0,0,1160,4,4,8,2,1,0,1,5010,13,7,0.22,10,0,2,3.95679,0.693958
0,0,1120,57,65,122,5,1,0,1,5010,10,4,0.85,6,0,1,4.63889,0.701344
0,0,1083,1,0,1,2,1,0,1,5010,8,4,0.18,1,0,1,0,0
0,0,1081,1,0,1,1,1,0,1,5010,7,3,0.01,1,0,1,0,0
0,0,1062,16,9,25,3,1,0,1,5010,6,2,20.66,1,0,1,3.32,0.809976
0,0,1060,1,1,2,1,1,0,1,5010,5,1,0.12,1,0,1,3,0.816794
0,0,1051,14,16,30,1,1,0,1,5010,4,1,0.01,1,0,1,3,0.816794
0,0,1040,12,15,27,4,1,0,1,5010,2,1,0.3,1,0,1,2.92308,0.820253
0,0,1041,7,4,11,1,1,0,1,5010,3,1,0.01,1,0,1,3,0.821608
0,0,1031,34,28,62,1,1,0,1,5010,1,1,19.71,1,0,1,3,0.827848
0,0,1020,3,0,3,1,1,0,1,5010,0,0,0.18,1,1,1,0,0
0,0,11231,17,21,38,2,1,0,8,5010,220,403,15.24,1,0,1,1.66667,0.492188
0,0,11232,3,1,4,2,1,0,8,5010,221,403,13.62,1,0,1,2.25,0.586957
0,0,11134,1,1,2,3,1,1,8,5010,219,399,0.37,1,0,1,0,0
0,0,11116,1,1,2,2,1,0,8,5010,218,398,0.2,1,0,1,0,0
0,0,11114,17,5,22,3,1,0,8,5010,217,398,1.51,1,0,1,3.05882,0.812428
0,0,11112,86,36,122,3,1,1,8,5010,216,398,12.34,5,0,1,3.64538,0.451985
0,0,11110,14,0,14,5,1,1,8,5010,215,398,1.12,3,1,2,0,0
0,0,11099,6,0,6,2,1,0,8,5010,214,397,1.14,1,0,1,0,0
0,0,11096,80,57,137,3,1,1,8,5010,213,396,3.36,5,0,3,3.32026,0.819842
0,0,11095,1,39,40,1,0,0,8,5010,212,396,0.12,1,0,1,0,0
0,0,10961,5,1,6,2,1,0,7,5010,210,387,0.03,1,0,1,3.05882,0.814598
0,0,10917,1,66,67,2,1,1,7,5010,209,384,0.25,1,0,1,2.33333,0.823529
0,0,10915,12,2,14,5,1,0,7,5010,208,384,0.6,1,0,1,2.33333,0.757119
0,0,10892,3,0,3,1,0,1,7,5010,207,383,0.1,1,0,1,3.28571,0.760108
0,0,10890,39,39,78,2,1,0,7,5010,206,383,0.08,3,0,2,2.96296,0.827239
0,0,10876,3,1,4,2,1,0,7,5010,204,379,0.12,1,0,1,3,0.953271
0,0,10877,1,0,1,2,1,0,7,5010,205,379,0.08,1,0,1,4.88889,0.77673
0,0,10875,24,3,27,2,1,0,7,5010,203,379,0.07,2,0,1,6.35621,0.778647
0,0,10732,401,129,530,13,1,1,7,5010,200,368,136.71,3,0,2,3.36881,0.798871
0,0,10871,23,4,27,2,1,0,7,5010,202,377,0.49,2,1,2,2.14545,0.677116
0,0,10440,458,442,900,4,1,1,7,5010,188,346,167.28,2,1,1,0,0.843556
0,0,10640,1,0,1,2,1,0,7,5010,198,356,0.4,1,0,1,4.17544,0.664498
0,0,10494,1,1,2,2,1,0,7,5010,197,354,0.01,1,0,1,2.94118,0.808555
0,0,10492,3,1,4,2,1,0,7,5010,196,354,0.47,1,0,1,6,0.842667
0,0,10490,8,0,8,2,1,0,7,5010,194,354,0.31,1,0,1,2.94118,0.808555
0,0,10491,0,1,1,2,1,0,7,5010,195,354,0.13,1,0,1,2.94118,0.808181
0,0,10461,8,8,16,2,1,0,7,5010,193,350,0.04,1,0,1,2.94118,0.806452
0,0,10446,46,0,46,3,1,0,7,5010,192,347,0.95,1,0,1,2.94118,0.806452
0,0,10445,21,10,31,2,1,0,7,5010,191,347,0.05,2,0,1,2.66761,0.786611
0,0,10444,1,1,2,2,1,0,7,5010,190,347,0.01,1,0,1,1,0.75
0,0,10443,17,1,18,2,1,0,7,5010,189,347,0.11,1,0,1,3.1,0.626471
0,0,10365,802,0,802,2,1,0,7,5010,186,337,11.42,13,13,2,0,0
0,0,10364,2,0,2,1,0,0,7,5010,185,337,0.05,1,0,1,2.33333,0.795455
0,0,10381,32,12,44,2,1,0,7,5010,187,340,0.35,3,0,2,3.26667,0.806672
0,0,10073,62,12,74,11,1,0,7,5010,175,328,171.95,3,0,2,2.83482,0.793372
0,0,10303,137,1,138,6,1,0,7,5010,184,336,0.61,3,1,2,3.16809,0.803768
0,0,10301,41,34,75,3,1,0,7,5010,183,336,0.05,3,1,2,3.58333,0.766023
0,0,10247,30,16,46,1,0,1,7,5010,182,335,0.1,2,1,1,1.41667,0.648507
0,0,10193,4,3,7,2,1,0,7,5010,181,331,17.53,2,0,1,2.2,0.763085
0,0,10130,55,15,70,5,1,0,7,5010,179,330,73.69,5,0,2,3.10374,0.801761
0,0,10136,1,1,2,2,1,0,7,5010,180,330,8.13,1,0,1,0,0
0,0,20843,11,0,11,5,1,0,17,5010,450,956,90.8,2,0,1,4.16667,0.808838
0,0,20728,14,7,21,2,1,0,17,5010,449,951,0.94,1,0,1,4.30769,0.846154
0,0,20587,13,0,13,2,1,1,17,5010,448,950,1.08,1,0,1,0,0
0,0,19783,24,8,32,6,1,1,16,5010,429,926,527.62,1,0,1,5.25,0.814815
0,0,20465,28,7,35,2,1,0,17,5010,446,942,122.69,2,0,1,0,0.608696
0,0,20464,27,19,46,3,1,0,17,5010,445,942,23.28,11,0,7,3.26455,0.751989
0,0,20500,1,0,1,2,1,0,17,5010,447,945,0.1,1,0,1,0,0.761905
0,0,20462,3,2,5,3,1,1,17,5010,443,942,0.37,2,0,2,0,0
0,0,19878,3,1,4,2,1,0,16,5010,434,929,285.27,1,0,1,0,0
0,0,20463,2,1,3,2,1,0,17,5010,444,942,0.33,1,0,1,0,0
0,0,20421,1,2,3,2,1,1,17,5010,442,940,0.05,1,0,1,0,0
0,0,20420,4,1,5,4,1,0,17,5010,441,940,0.62,1,0,1,0,0
0,0,20312,18,0,18,2,1,0,16,5010,439,940,6.83,1,1,1,0,0.555556
0,0,20313,1,0,1,2,1,0,16,5010,440,940,0.14,1,0,1,4,0.830389
0,0,20001,2,2,4,4,1,1,16,5010,438,933,45.77,1,0,1,0,0.941558
0,0,19942,1,3,4,4,1,1,16,5010,437,932,78.74,1,0,1,3.37037,0.76673
0,0,19941,4,1,5,6,1,1,16,5010,436,932,70.7,1,0,1,0,0
0,0,19879,5,0,5,3,1,1,16,5010,435,929,69.97,1,0,1,3.33333,0.852273
0,0,19877,25,0,25,3,1,1,16,5010,433,929,0.41,2,2,1,0,0
0,0,19875,1,1,2,2,1,1,16,5010,432,929,0.37,1,0,1,0,0
0,0,19785,11,3,14,3,1,1,16,5010,431,926,0.78,2,0,2,0,0
0,0,19784,1,0,1,2,1,1,16,5010,430,926,7.29,1,0,1,5.2,0.717489
0,0,19782,1,1,2,2,1,1,16,5010,428,926,3.2,1,0,1,0,0.902439
0,0,19700,1,1,2,3,1,1,16,5010,427,925,0.21,1,0,1,0,0
0,0,19538,1,1,2,2,1,0,16,5010,426,924,0.01,1,0,1,0,0
0,0,19537,1,1,2,2,1,0,16,5010,425,924,0.06,1,0,1,0,0
0,0,19443,152,0,152,5,1,1,16,5010,422,917,138.74,4,3,2,0.583332,0.747479
0,0,19536,2,3,5,2,1,0,16,5010,424,924,0.03,1,0,1,0,0
0,0,19531,1,1,2,2,1,1,16,5010,423,924,0.39,1,0,1,1,0.625
0,0,19242,1,1,2,2,1,1,15,5010,421,904,1.88,1,0,1,3.66667,0.697842
0,0,19241,4,4,8,2,0,1,15,5010,420,904,0.18,3,0,2,0.761903,0.910838
0,0,19240,4,4,8,3,1,1,15,5010,419,904,0.06,3,0,2,0.761903,0.910838
0,0,19117,5,1,6,5,1,0,15,5010,418,895,0.22,1,0,1,0,0
0,0,19116,13,5,18,3,1,1,15,5010,417,895,0.67,1,0,1,0,0
0,0,19110,2,14,16,2,1,1,15,5010,416,892,8.59,1,0,1,0,0.944146
0,0,19031,4,0,4,3,1,1,15,5010,415,890,0.65,1,0,1,0,0
0,0,19030,2,2,4,1,0,0,15,5010,414,890,0.25,1,0,1,0,0
0,0,18957,6,10,16,4,1,1,15,5010,413,887,0.44,1,0,1,0,0
0,0,18956,8,0,8,2,1,1,15,5010,412,887,0.55,1,0,1,0,0
0,0,18955,2,8,10,2,1,1,15,5010,411,887,0.12,2,0,1,0.5,0.889184
0,0,18793,1,1,2,2,1,1,15,5010,410,879,0.21,1,0,1,0,0
0,0,18780,3,1,4,3,1,1,15,5010,409,879,9.97,1,0,1,0,0
0,0,18713,7,5,12,4,1,1,15,5010,408,867,6.76,1,0,1,0,0.81761
0,0,18651,1,1,2,3,1,0,15,5010,407,861,0.24,1,0,1,6.42308,0.774603
0,0,18650,62,0,62,2,1,0,15,5010,406,861,0.09,31,0,1,2.90553,0.419609
0,0,18625,45,23,68,6,1,1,15,5010,404,858,0.51,1,0,1,0,0.75641
0,0,18626,15,1,16,4,1,0,15,5010,405,858,0.06,7,0,6,2.13401,0.722634
0,0,18555,110,13,123,7,1,0,15,5010,402,855,22.55,23,1,6,1.02174,0.41228
0,0,18556,5,0,5,2,1,0,15,5010,403,855,6.07,1,0,1,3.33333,0.847953
0,0,18554,2,2,4,3,1,1,15,5010,401,855,6.83,1,0,1,1.8,0.758575
0,0,18425,285,115,400,4,1,0,15,5010,399,851,46.46,10,6,2,0.925926,0.533568
0,0,18551,7,7,14,2,1,1,15,5010,400,855,14.92,1,0,1,0,0
0,0,17026,419,0,419,12,0,0,13,5010,375,816,1275.13,4,4,2,0,0
0,0,14671,24,12,36,1,0,0,11,5010,326,627,2809.19,4,0,3,0,0
0,0,5561,39,14,53,7,1,1,4,5010,146,244,7747.55,1,0,1,0,0
0,0,18354,29,13,42,4,1,1,14,5010,398,843,1.1,2,0,1,1.77084,0.844502
0,0,18353,16,16,32,2,1,1,14,5010,397,843,1.07,1,0,1,6,0.835616
0,0,18352,10,8,18,3,1,0,14,5010,396,843,0.13,1,0,1,2.18182,0.766854
0,0,18245,464,0,464,3,1,0,14,5010,390,833,49.97,5,5,2,2.39394,0.635032
0,0,17320,5,0,5,4,1,0,13,5010,382,832,867.85,1,0,1,1.71429,0.597598
0,0,18246,253,13,266,10,1,1,14,5010,391,833,44.46,7,5,2,1,0.725511
0,0,18278,8,0,8,3,1,1,14,5010,395,836,1.79,2,0,1,0,0
0,0,18277,26,7,33,3,1,1,14,5010,394,836,1.8,1,0,1,0,0
0,0,18243,2,9,11,1,0,0,14,5010,388,833,46.34,1,0,1,1.66667,0.778196
0,0,18275,24,1,25,3,1,0,14,5010,393,836,0.15,1,0,1,0,0
0,0,18273,11,1,12,3,1,0,14,5010,392,836,6.49,1,0,1,0,0
0,0,18244,15,7,22,2,1,0,14,5010,389,833,27.75,1,0,1,3.47059,0.807887
0,0,18242,3,0,3,2,1,0,14,5010,387,833,0.04,1,0,1,3.41176,0.807692
0,0,18241,13,16,29,4,1,1,14,5010,386,833,0.16,7,0,3,2.26067,0.712981
0,0,18240,10,4,14,3,1,0,14,5010,385,833,0.11,1,0,1,6.25,0.80718
0,0,18189,3,1,4,2,1,1,14,5010,384,833,0.32,1,0,1,3.33333,0.789474
0,0,10962,92,29,121,14,1,1,8,5010,211,387,4931.18,2,0,1,2.95588,0.796724
0,0,12074,1,3,4,3,0,0,9,5010,235,457,4210.08,1,0,1,0,0
0,0,18187,1,1,2,2,1,0,14,5010,383,833,0.54,1,0,1,3.75,0.788372
0,0,17168,286,1,287,3,1,1,13,5010,381,821,0.4,3,1,1,0,0.801528
0,0,17167,286,1,287,4,1,1,13,5010,380,821,0.47,3,1,1,0,0.802392
0,0,17166,6,5,11,2,1,0,13,5010,379,821,0.09,1,0,1,0,0
0,0,17024,3,3,6,2,1,0,13,5010,373,816,90.31,1,0,1,0,0
0,0,17161,29,26,55,3,1,0,13,5010,376,821,5.85,1,0,1,0,0
0,0,17163,3,3,6,2,1,0,13,5010,378,821,0.64,1,0,1,0,0
0,0,17162,2,2,4,2,1,0,13,5010,377,821,0.71,1,0,1,0,0
0,0,17025,6,5,11,2,1,0,13,5010,374,816,0.01,1,0,1,0,0
0,0,17022,38,26,64,6,1,0,13,5010,372,816,4.83,1,0,1,0,0.920635
0,0,17018,1,1,2,3,1,0,13,5010,368,816,21.61,1,0,1,0,0.895105
0,0,17021,1,2,3,2,1,0,13,5010,371,816,0.13,1,0,1,0,0.895105
0,0,17020,1,0,1,3,1,0,13,5010,370,816,0.9,1,0,1,3,0.820225
0,0,17019,6,0,6,3,1,0,13,5010,369,816,0.36,2,0,2,3.16667,0.84461
0,0,17017,0,2,2,2,1,0,13,5010,367,816,0.01,1,0,1,0,0.895349
0,0,17016,1,1,2,2,1,0,13,5010,366,816,0.05,1,0,1,0,0.893519
0,0,17015,8,2,10,2,1,0,13,5010,365,816,0.05,1,0,1,0,0.893519
